period,er,Date,Symbol
7,0.006239630294789668,2026-07-23,BBWI
8,0.012320642081788197,2026-07-23,BBWI
9,0.00312724778757275,2026-07-23,BBWI
10,0.02779045406773868,2026-07-23,BBWI
11,0.011158670872848223,2026-07-23,BBWI
12,0.018985027588804368,2026-07-23,BBWI
13,0.04029885346453223,2026-07-23,BBWI
14,0.024821491200900457,2026-07-23,BBWI
1,-0.002273751878971078,2026-07-23,BBY
2,0.0032160431606627965,2026-07-23,BBY
3,-0.00115920176026589,2026-07-23,BBY
4,-0.0016531729694507409,2026-07-23,BBY
5,0.000553990464849764,2026-07-23,BBY
6,-0.0007881147791118291,2026-07-23,BBY
7,0.001692660873080705,2026-07-23,BBY
8,-0.0038310231276207805,2026-07-23,BBY
9,-0.001590689215241335,2026-07-23,BBY
10,-0.008574855877121779,2026-07-23,BBY
11,0.0021113163557551864,2026-07-23,BBY
12,-0.003934325898173571,2026-07-23,BBY
13,-0.002237125062529622,2026-07-23,BBY
14,0.001955405733348858,2026-07-23,BBY
1,-0.0018039190709556584,2026-07-23,BCE
2,0.0009480466679873588,2026-07-23,BCE
3,-0.0016234443532536418,2026-07-23,BCE
4,0.0002952768708719252,2026-07-23,BCE
5,-0.0016516310870596709,2026-07-23,BCE
6,-0.0038042815735815144,2026-07-23,BCE
7,0.0029990951380189394,2026-07-23,BCE
8,-0.0021530333752883047,2026-07-23,BCE
9,-0.003396601135337407,2026-07-23,BCE
10,-0.007976270452882045,2026-07-23,BCE
11,0.0011025374832802518,2026-07-23,BCE
12,-0.0003852579738421187,2026-07-23,BCE
13,-0.008241288444311707,2026-07-23,BCE
14,-0.0021927015201504293,2026-07-23,BCE
1,0.002900384224691887,2026-07-23,BCRX
2,0.0018298773530579743,2026-07-23,BCRX
3,0.000978281827362663,2026-07-23,BCRX
4,-0.003478343797181092,2026-07-23,BCRX
5,0.006077378335535638,2026-07-23,BCRX
6,0.0030724374816930504,2026-07-23,BCRX
7,0.0017568809561826224,2026-07-23,BCRX
8,0.011329301062921465,2026-07-23,BCRX
9,0.0008521279249100906,2026-07-23,BCRX
10,0.0222309386778372,2026-07-23,BCRX
11,0.006352007825282752,2026-07-23,BCRX
12,0.016449935981962826,2026-07-23,BCRX
13,0.03373898804713798,2026-07-23,BCRX
14,0.02126044235575211,2026-07-23,BCRX
1,-0.00108589273211334,2026-07-23,BCS
2,0.0015860401589601488,2026-07-23,BCS
3,-0.00040817782264457905,2026-07-23,BCS
4,0.0002164080133834587,2026-07-23,BCS
5,0.001083278045701522,2026-07-23,BCS
6,0.0013055264368608348,2026-07-23,BCS
7,0.0007297842481894409,2026-07-23,BCS
8,-0.001513332369986804,2026-07-23,BCS
9,-0.0014463410456420963,2026-07-23,BCS
10,-0.009120447798322134,2026-07-23,BCS
11,0.003846825599194266,2026-07-23,BCS
12,-0.0005638231566855646,2026-07-23,BCS
13,-0.0015787102293169486,2026-07-23,BCS
14,-0.0004792206515640153,2026-07-23,BCS
1,-0.0010690724739401208,2026-07-23,BDX
2,-0.0006802392968645371,2026-07-23,BDX
3,-0.003620616616338225,2026-07-23,BDX
4,0.0005077317897089036,2026-07-23,BDX
5,0.00020984226185303675,2026-07-23,BDX
6,-0.0005758737962609713,2026-07-23,BDX
7,0.001062331881410467,2026-07-23,BDX
8,-0.004418198341648259,2026-07-23,BDX
9,-0.0020626186072657668,2026-07-23,BDX
10,-0.00031912520562671375,2026-07-23,BDX
11,-0.0004097090832585263,2026-07-23,BDX
12,-0.0012321633705059682,2026-07-23,BDX
13,-0.00217281127452159,2026-07-23,BDX
14,-0.0010106120766432954,2026-07-23,BDX
1,0.003932640196106876,2026-07-23,BE
2,0.005933430275003774,2026-07-23,BE
3,-9.833690140486954e-05,2026-07-23,BE
4,-0.004126190680341711,2026-07-23,BE
5,0.005397355044268457,2026-07-23,BE
6,0.0023520028143285024,2026-07-23,BE
7,0.0016383665160120651,2026-07-23,BE
8,0.008434606387370402,2026-07-23,BE
9,0.011238373892940943,2026-07-23,BE
10,0.020948842780020994,2026-07-23,BE
11,0.018447300372891898,2026-07-23,BE
12,0.025274374164535582,2026-07-23,BE
13,0.04571144457009404,2026-07-23,BE
14,0.00762424315212872,2026-07-23,BE
1,0.003953122794562908,2026-07-23,BEAM
2,0.0017851705480855663,2026-07-23,BEAM
3,-0.0003617915280401936,2026-07-23,BEAM
4,-0.0020678118320221492,2026-07-23,BEAM
5,0.008077868018038567,2026-07-23,BEAM
6,0.003915784460790016,2026-07-23,BEAM
7,0.004698224579088409,2026-07-23,BEAM
8,0.013369125027162372,2026-07-23,BEAM
9,0.006091240344705633,2026-07-23,BEAM
10,0.02119192317042387,2026-07-23,BEAM
11,0.011402144109423352,2026-07-23,BEAM
12,0.02124112794412931,2026-07-23,BEAM
13,0.047219057469109135,2026-07-23,BEAM
14,0.01575242934473007,2026-07-23,BEAM
1,-0.0026743340574816614,2026-07-23,BEKE
2,0.0014714987764876124,2026-07-23,BEKE
3,-0.0005514148254216772,2026-07-23,BEKE
4,0.0003051467818228086,2026-07-23,BEKE
5,-0.003246817099565902,2026-07-23,BEKE
6,-0.0021452684067633414,2026-07-23,BEKE
7,0.0001850182521162433,2026-07-23,BEKE
8,-0.0022916083274783917,2026-07-23,BEKE
9,-0.0046593081174606255,2026-07-23,BEKE
10,-0.009278498552555933,2026-07-23,BEKE
11,0.005861737943314354,2026-07-23,BEKE
12,-0.0021659191675447247,2026-07-23,BEKE
13,0.0014732456314425944,2026-07-23,BEKE
14,0.0008320525854740411,2026-07-23,BEKE
1,-0.0014835545201385763,2026-07-23,BF.B
2,-9.038952538041973e-05,2026-07-23,BF.B
3,-0.0005161328537095971,2026-07-23,BF.B
4,-0.000527932391722138,2026-07-23,BF.B
5,-0.0009021715846174115,2026-07-23,BF.B
6,-0.002940268791572031,2026-07-23,BF.B
7,0.00014736439799459237,2026-07-23,BF.B
8,-0.00303806103487845,2026-07-23,BF.B
9,-0.0005664517689024979,2026-07-23,BF.B
10,-0.009374441225282587,2026-07-23,BF.B
11,-0.0005749664235836513,2026-07-23,BF.B
12,-0.0016344404511315807,2026-07-23,BF.B
13,-0.00380259814113803,2026-07-23,BF.B
14,-0.002458522015243736,2026-07-23,BF.B
1,0.0024171034040132086,2026-07-23,BFH
2,0.0005833232853270466,2026-07-23,BFH
3,-0.0010559332477269032,2026-07-23,BFH
4,-0.0026836234931396476,2026-07-23,BFH
5,0.00218981545701899,2026-07-23,BFH
6,-0.0029423143373560516,2026-07-23,BFH
7,0.0026582305939791633,2026-07-23,BFH
8,0.010636662379276313,2026-07-23,BFH
9,0.003769480406658509,2026-07-23,BFH
10,0.020197556075333415,2026-07-23,BFH
11,0.009645210786230533,2026-07-23,BFH
12,0.01232767256772959,2026-07-23,BFH
13,0.029679356957039632,2026-07-23,BFH
14,0.023009726590939725,2026-07-23,BFH
1,-0.0019712551117893784,2026-07-23,BG
2,0.0027630980889705717,2026-07-23,BG
3,-0.00022096751409922318,2026-07-23,BG
4,-0.0006667049255055927,2026-07-23,BG
5,-0.0027736983813167275,2026-07-23,BG
6,0.0007865814272596343,2026-07-23,BG
7,0.0035410520860238307,2026-07-23,BG
8,-0.003342248582905624,2026-07-23,BG
9,-0.0022152608422741065,2026-07-23,BG
10,-0.01093136247215626,2026-07-23,BG
11,0.0014169894377333752,2026-07-23,BG
12,-0.0020122649843229046,2026-07-23,BG
13,-0.006790074249180656,2026-07-23,BG
14,0.002634535381026099,2026-07-23,BG
1,0.005593528803567809,2026-07-23,BHC
2,-0.0007382731035435855,2026-07-23,BHC
3,-0.0007141922617844316,2026-07-23,BHC
4,-0.0037427123711610993,2026-07-23,BHC
5,-0.001148395168953731,2026-07-23,BHC
6,-0.00048065440043686526,2026-07-23,BHC
7,0.001206698580571665,2026-07-23,BHC
8,0.010133886637461087,2026-07-23,BHC
9,0.006731417678758733,2026-07-23,BHC
10,0.020245948103666818,2026-07-23,BHC
11,0.009761603303116108,2026-07-23,BHC
12,0.011090776097712942,2026-07-23,BHC
13,0.03096111764653405,2026-07-23,BHC
14,0.019741483167468887,2026-07-23,BHC
1,-0.0018360053352223554,2026-07-23,BHP
2,-0.0005430444669560379,2026-07-23,BHP
3,-0.0033314541393085944,2026-07-23,BHP
4,0.0018289288584783991,2026-07-23,BHP
5,-0.0003755905342091388,2026-07-23,BHP
6,-0.0009726291319871186,2026-07-23,BHP
7,0.001042417480113682,2026-07-23,BHP
8,-0.0036177131258796564,2026-07-23,BHP
9,-0.00225412640058354,2026-07-23,BHP
10,-0.002103117762523323,2026-07-23,BHP
11,-0.0008732966382149407,2026-07-23,BHP
12,-1.935874079920304e-05,2026-07-23,BHP
13,-0.0006696496394484098,2026-07-23,BHP
14,-0.0015675584957204251,2026-07-23,BHP
1,0.00378842372816654,2026-07-23,BHVN
2,0.0009266843406826345,2026-07-23,BHVN
3,-0.0027219294436999454,2026-07-23,BHVN
4,-0.002327001775473269,2026-07-23,BHVN
5,0.004602190775928039,2026-07-23,BHVN
6,0.0014499858091677397,2026-07-23,BHVN
7,0.004818574639601232,2026-07-23,BHVN
8,0.008575258696395957,2026-07-23,BHVN
9,0.0038859213539632047,2026-07-23,BHVN
10,0.018096883237567335,2026-07-23,BHVN
11,0.006479710035354648,2026-07-23,BHVN
12,0.015399438458684609,2026-07-23,BHVN
13,0.030813625174559777,2026-07-23,BHVN
14,0.013484300171422825,2026-07-23,BHVN
1,-0.0013776419704984147,2026-07-23,BIDU
2,0.002105817567288674,2026-07-23,BIDU
3,-0.0008694955394629715,2026-07-23,BIDU
4,0.0006582911317079758,2026-07-23,BIDU
5,0.000859274592537596,2026-07-23,BIDU
6,0.00019311289729524261,2026-07-23,BIDU
7,0.0015933450879197285,2026-07-23,BIDU
8,-0.0018715012731742161,2026-07-23,BIDU
9,0.000532637134370405,2026-07-23,BIDU
10,-0.009466815897497479,2026-07-23,BIDU
11,-0.0023468040362295034,2026-07-23,BIDU
12,-0.0035511504965145494,2026-07-23,BIDU
13,-0.006856192948266537,2026-07-23,BIDU
14,-0.0004571417414136717,2026-07-23,BIDU
1,-0.0012506891787521727,2026-07-23,BIIB
2,-0.00010812490678837427,2026-07-23,BIIB
3,-0.001443471252588211,2026-07-23,BIIB
4,-0.0002353701707032359,2026-07-23,BIIB
5,-0.0002746926850837466,2026-07-23,BIIB
6,-0.0043288594220187125,2026-07-23,BIIB
7,-0.000158238856550386,2026-07-23,BIIB
8,0.0013370907933604552,2026-07-23,BIIB
9,0.0008142555778704515,2026-07-23,BIIB
10,-0.0059015210242371954,2026-07-23,BIIB
11,1.1763869898717146e-06,2026-07-23,BIIB
12,-0.002305274203966986,2026-07-23,BIIB
13,-0.002654866505794985,2026-07-23,BIIB
14,-0.00045269298437396356,2026-07-23,BIIB
1,0.002052899989657182,2026-07-23,BILI
2,0.0022348298384247214,2026-07-23,BILI
3,0.002305164623107014,2026-07-23,BILI
4,-0.004683478544690475,2026-07-23,BILI
5,0.00513308429744619,2026-07-23,BILI
6,0.007069002186878287,2026-07-23,BILI
7,0.0014313069842790494,2026-07-23,BILI
8,0.013394249181376239,2026-07-23,BILI
9,0.0025936521163119094,2026-07-23,BILI
10,0.01793822423487855,2026-07-23,BILI
11,0.006918185152594907,2026-07-23,BILI
12,0.01857976309574358,2026-07-23,BILI
13,0.031124817085112347,2026-07-23,BILI
14,0.02338500658272215,2026-07-23,BILI
1,0.0033783316908122364,2026-07-23,BILL
2,0.0024596381484084055,2026-07-23,BILL
3,-0.0017783960277203486,2026-07-23,BILL
4,-0.006030969447554023,2026-07-23,BILL
5,0.004569845224737362,2026-07-23,BILL
6,-5.905888233343097e-06,2026-07-23,BILL
7,0.000531012592614004,2026-07-23,BILL
8,0.012208068873036826,2026-07-23,BILL
9,0.00031265621058883014,2026-07-23,BILL
10,0.017779484712815694,2026-07-23,BILL
11,0.008654379388704747,2026-07-23,BILL
12,0.010669357688598263,2026-07-23,BILL
13,0.027710902026683092,2026-07-23,BILL
14,0.02324877846683854,2026-07-23,BILL
1,0.005502198094420951,2026-07-23,BIRK
2,0.0011650407424219724,2026-07-23,BIRK
3,-0.0011298544810322147,2026-07-23,BIRK
4,-0.004169896554608913,2026-07-23,BIRK
5,0.0015554247387810913,2026-07-23,BIRK
6,-0.0009464064375710553,2026-07-23,BIRK
7,0.006072228466707976,2026-07-23,BIRK
8,0.013475224989525695,2026-07-23,BIRK
9,0.0004713136104284376,2026-07-23,BIRK
10,0.023511149328241547,2026-07-23,BIRK
11,0.01470397610608076,2026-07-23,BIRK
12,0.025284775207669558,2026-07-23,BIRK
13,0.03259927337737931,2026-07-23,BIRK
14,0.030057264861369996,2026-07-23,BIRK
1,0.002355964069488722,2026-07-23,BJ
2,6.26747095943518e-05,2026-07-23,BJ
3,-0.00012008120766690085,2026-07-23,BJ
4,-0.006429348329591535,2026-07-23,BJ
5,0.006021844697363072,2026-07-23,BJ
6,0.0019495443996354164,2026-07-23,BJ
7,0.004920128917805698,2026-07-23,BJ
8,0.015174159060371749,2026-07-23,BJ
9,0.005683136792393307,2026-07-23,BJ
10,0.024458459262961203,2026-07-23,BJ
11,0.018149711235587413,2026-07-23,BJ
12,0.015030449082673735,2026-07-23,BJ
13,0.031979328404221324,2026-07-23,BJ
14,0.02762293283802724,2026-07-23,BJ
1,-0.0016082489745827624,2026-07-23,BKR
2,0.0023350739212665205,2026-07-23,BKR
3,-0.002901933585812476,2026-07-23,BKR
4,0.0015704368393625275,2026-07-23,BKR
5,0.0020681799896712662,2026-07-23,BKR
6,-0.0004828491782700437,2026-07-23,BKR
7,0.0052514932367869116,2026-07-23,BKR
8,-0.0018707991104182325,2026-07-23,BKR
9,-0.00356927887888354,2026-07-23,BKR
10,-0.007725396634544664,2026-07-23,BKR
11,-0.0014562142222036222,2026-07-23,BKR
12,0.0019828606147287557,2026-07-23,BKR
13,-0.0026112670077642103,2026-07-23,BKR
14,0.0018955851068185546,2026-07-23,BKR
1,0.0035347533981858795,2026-07-23,BL
2,0.0025293744026043366,2026-07-23,BL
3,-0.0018340351598301057,2026-07-23,BL
4,-0.006043001239735698,2026-07-23,BL
5,0.0028246791007996005,2026-07-23,BL
6,0.004752216483051906,2026-07-23,BL
7,0.005173691270086455,2026-07-23,BL
8,0.014074315566344498,2026-07-23,BL
9,-0.00355877773669466,2026-07-23,BL
10,0.01663788560909121,2026-07-23,BL
11,0.012050149446958685,2026-07-23,BL
12,0.01547065026837275,2026-07-23,BL
13,0.03838912912511157,2026-07-23,BL
14,0.022040467337219472,2026-07-23,BL
1,-0.0025094222959465,2026-07-23,BLDR
2,0.002116593896623962,2026-07-23,BLDR
3,-0.00013416330524124729,2026-07-23,BLDR
4,-0.0016568361851875466,2026-07-23,BLDR
5,0.0003648588886987804,2026-07-23,BLDR
6,0.0009185974038868416,2026-07-23,BLDR
7,0.0031767667298389472,2026-07-23,BLDR
8,-0.002456335731732093,2026-07-23,BLDR
9,-0.0006436977947778934,2026-07-23,BLDR
10,-0.009617805150622674,2026-07-23,BLDR
11,0.0018944392069621789,2026-07-23,BLDR
12,0.00111555220742378,2026-07-23,BLDR
13,-0.007703025398808274,2026-07-23,BLDR
14,0.000441167815993226,2026-07-23,BLDR
1,0.0028846036274822,2026-07-23,BLMN
2,0.0023951583783278973,2026-07-23,BLMN
3,-0.001722406708395654,2026-07-23,BLMN
4,-0.005420479034883192,2026-07-23,BLMN
5,0.006360229323759135,2026-07-23,BLMN
6,0.0031440060633299914,2026-07-23,BLMN
7,0.004492928127864105,2026-07-23,BLMN
8,0.011117060210654483,2026-07-23,BLMN
9,0.0023805374143793102,2026-07-23,BLMN
10,0.01691137662867024,2026-07-23,BLMN
11,0.016434378113502304,2026-07-23,BLMN
12,0.01663020900339,2026-07-23,BLMN
13,0.03622079554874258,2026-07-23,BLMN
14,0.021152871060729213,2026-07-23,BLMN
1,0.0032599144956960233,2026-07-23,BMBL
2,0.002880995326851524,2026-07-23,BMBL
3,-0.0018772638106361742,2026-07-23,BMBL
4,-0.00360022294185722,2026-07-23,BMBL
5,0.008020759314625961,2026-07-23,BMBL
6,0.002398769293829299,2026-07-23,BMBL
7,0.004517739289036099,2026-07-23,BMBL
8,0.01159883647963678,2026-07-23,BMBL
9,0.0042121144524342,2026-07-23,BMBL
10,0.020164866494331524,2026-07-23,BMBL
11,0.013023337183077901,2026-07-23,BMBL
12,0.014894920429859262,2026-07-23,BMBL
13,0.04032606877199351,2026-07-23,BMBL
14,0.017953427683239247,2026-07-23,BMBL
1,-0.0022959489124666816,2026-07-23,BMRN
2,0.00029219640826652296,2026-07-23,BMRN
3,-2.3804075076896713e-05,2026-07-23,BMRN
4,-0.0008008633081079651,2026-07-23,BMRN
5,-0.0020416561796757987,2026-07-23,BMRN
6,-0.0003605934603561561,2026-07-23,BMRN
7,0.000705972215202056,2026-07-23,BMRN
8,-0.0010636106990032446,2026-07-23,BMRN
9,-0.0016264291098576189,2026-07-23,BMRN
10,-0.009379028046421318,2026-07-23,BMRN
11,0.0007195004347947594,2026-07-23,BMRN
12,-0.0048639329969892755,2026-07-23,BMRN
13,-0.005053723491823346,2026-07-23,BMRN
14,-0.0045476690853452325,2026-07-23,BMRN
1,-0.0010154029530773498,2026-07-23,BMY
2,-0.00046046926153435035,2026-07-23,BMY
3,-0.0030706783866890765,2026-07-23,BMY
4,0.0005334684296895148,2026-07-23,BMY
5,0.00035718800183456097,2026-07-23,BMY
6,-0.002890244968240012,2026-07-23,BMY
7,0.002232920071198966,2026-07-23,BMY
8,-0.0018592982293123763,2026-07-23,BMY
9,-0.0011008797238625354,2026-07-23,BMY
10,-0.0003143010741039151,2026-07-23,BMY
11,0.0007566033873603325,2026-07-23,BMY
12,-0.0005944594448195166,2026-07-23,BMY
13,-0.0010092697481014954,2026-07-23,BMY
14,-0.0005516742811151385,2026-07-23,BMY
1,-0.001829185727416019,2026-07-23,BN
2,-0.0005649205144779742,2026-07-23,BN
3,-0.0039344829998821905,2026-07-23,BN
4,0.000978258373633221,2026-07-23,BN
5,0.0009230604552330806,2026-07-23,BN
6,0.000574767847946642,2026-07-23,BN
7,0.0029849914961588677,2026-07-23,BN
8,-0.0016493715540409559,2026-07-23,BN
9,-0.0011286932375669453,2026-07-23,BN
10,-0.0009253879466778977,2026-07-23,BN
11,0.0011617100887199952,2026-07-23,BN
12,-0.0026241091524058634,2026-07-23,BN
13,-0.0012805196656058943,2026-07-23,BN
14,-0.0008875609968693129,2026-07-23,BN
1,0.0022571680095024773,2026-07-23,BNL
2,0.0004592813490377469,2026-07-23,BNL
3,0.00022074764948286704,2026-07-23,BNL
4,-0.004049226293867026,2026-07-23,BNL
5,0.0018882700407477629,2026-07-23,BNL
6,-0.0008715898746655197,2026-07-23,BNL
7,0.005707451851728225,2026-07-23,BNL
8,0.009177583766528049,2026-07-23,BNL
9,0.003695327804905879,2026-07-23,BNL
10,0.016845563839209893,2026-07-23,BNL
11,0.011692209983786984,2026-07-23,BNL
12,0.015895412687245782,2026-07-23,BNL
13,0.026457048598170912,2026-07-23,BNL
14,0.018231591231488785,2026-07-23,BNL
1,0.002538117551119167,2026-07-23,BORR
2,-1.430564617844752e-05,2026-07-23,BORR
3,-0.0027941863232095283,2026-07-23,BORR
4,-0.0019632632610416707,2026-07-23,BORR
5,0.0015369128883563456,2026-07-23,BORR
6,0.01009468161054421,2026-07-23,BORR
7,0.0070374701390735015,2026-07-23,BORR
8,0.01641022869570964,2026-07-23,BORR
9,0.0028846320814331873,2026-07-23,BORR
10,0.024023061959134222,2026-07-23,BORR
11,0.01665559663805555,2026-07-23,BORR
12,0.019863519526425177,2026-07-23,BORR
13,0.04093441126843199,2026-07-23,BORR
14,0.01798860402703903,2026-07-23,BORR
1,0.0025592794351455843,2026-07-23,BOX
2,0.0009674605445679769,2026-07-23,BOX
3,-0.0010140379942539875,2026-07-23,BOX
4,-0.006421934883248109,2026-07-23,BOX
5,0.0034439148850692494,2026-07-23,BOX
6,0.0008044266374357458,2026-07-23,BOX
7,0.0066638487609436544,2026-07-23,BOX
8,0.015349073187742698,2026-07-23,BOX
9,-0.0005444269886131142,2026-07-23,BOX
10,0.029370535826028634,2026-07-23,BOX
11,0.01970123857689306,2026-07-23,BOX
12,0.010818505812102823,2026-07-23,BOX
13,0.03183020503470225,2026-07-23,BOX
14,0.0256963520215876,2026-07-23,BOX
1,-0.0010571852984074244,2026-07-23,BP
2,-0.0012665491281599994,2026-07-23,BP
3,-0.0031340227361553222,2026-07-23,BP
4,0.0013144690893988683,2026-07-23,BP
5,0.0002460238018713275,2026-07-23,BP
6,-0.0018626309348089998,2026-07-23,BP
7,0.002197220303395951,2026-07-23,BP
8,-0.004352455035147708,2026-07-23,BP
9,-0.0016075664879769739,2026-07-23,BP
10,0.0002502646696476641,2026-07-23,BP
11,-0.000339809380697582,2026-07-23,BP
12,-0.0004302058523019606,2026-07-23,BP
13,-0.002213992845679942,2026-07-23,BP
14,-0.0018985680789207126,2026-07-23,BP
1,0.004254837167284917,2026-07-23,BRBR
2,0.0009623180191276404,2026-07-23,BRBR
3,-0.0018166414956835434,2026-07-23,BRBR
4,-0.0032764764716032117,2026-07-23,BRBR
5,0.004398186978466019,2026-07-23,BRBR
6,0.003445406122014035,2026-07-23,BRBR
7,0.0033203996299758483,2026-07-23,BRBR
8,0.007693999171228133,2026-07-23,BRBR
9,0.0030328047071054233,2026-07-23,BRBR
10,0.0162383044802976,2026-07-23,BRBR
11,0.01630971233770034,2026-07-23,BRBR
12,0.017558371593246858,2026-07-23,BRBR
13,0.03530596732570947,2026-07-23,BRBR
14,0.011758997574509128,2026-07-23,BRBR
1,0.004044821237571537,2026-07-23,BRCC
2,0.003441702499958617,2026-07-23,BRCC
3,-0.0013701477213739245,2026-07-23,BRCC
4,-0.005034414921982504,2026-07-23,BRCC
5,0.0017675078791083692,2026-07-23,BRCC
6,0.004421576899584804,2026-07-23,BRCC
7,-0.0006968786492991938,2026-07-23,BRCC
8,0.008962213635941269,2026-07-23,BRCC
9,-0.0028196114913417126,2026-07-23,BRCC
10,0.020049629199662293,2026-07-23,BRCC
11,0.008040377604704196,2026-07-23,BRCC
12,0.01178936578496238,2026-07-23,BRCC
13,0.037785943393649594,2026-07-23,BRCC
14,0.013862797375657473,2026-07-23,BRCC
1,-0.0007834918437742448,2026-07-23,BRK.B
2,-0.0006965473850780884,2026-07-23,BRK.B
3,-0.0018952225092502652,2026-07-23,BRK.B
4,0.0019182290720039254,2026-07-23,BRK.B
5,0.001022925009412477,2026-07-23,BRK.B
6,-0.0012918240771823497,2026-07-23,BRK.B
7,0.002535829652737064,2026-07-23,BRK.B
8,-0.0027151885758114735,2026-07-23,BRK.B
9,-0.0015276231329817754,2026-07-23,BRK.B
10,0.001608738069377408,2026-07-23,BRK.B
11,0.002900996940738425,2026-07-23,BRK.B
12,-0.0015505657474793396,2026-07-23,BRK.B
13,0.001577687718860715,2026-07-23,BRK.B
14,0.0011117428839129775,2026-07-23,BRK.B
1,0.002769622391866406,2026-07-23,BRKR
2,0.0005371817342796148,2026-07-23,BRKR
3,-3.346825629064005e-05,2026-07-23,BRKR
4,-0.0037725464931622874,2026-07-23,BRKR
5,0.0031710528724527543,2026-07-23,BRKR
6,-0.0008006984127279874,2026-07-23,BRKR
7,0.0022709265895687392,2026-07-23,BRKR
8,0.010027383043101076,2026-07-23,BRKR
9,-0.0026620797341962163,2026-07-23,BRKR
10,0.019608322689192676,2026-07-23,BRKR
11,0.015997412969268106,2026-07-23,BRKR
12,0.015502735728361814,2026-07-23,BRKR
13,0.04391193728917537,2026-07-23,BRKR
14,0.024299924699793092,2026-07-23,BRKR
1,-0.0014045713725649096,2026-07-23,BRO
2,0.000144872455225445,2026-07-23,BRO
3,-0.0017909148461188683,2026-07-23,BRO
4,-0.0006254701407842075,2026-07-23,BRO
5,-0.002928429967569924,2026-07-23,BRO
6,-0.0014726540653128934,2026-07-23,BRO
7,0.0007792107842353214,2026-07-23,BRO
8,-0.0019050496873926986,2026-07-23,BRO
9,-0.00047562096829264306,2026-07-23,BRO
10,-0.009947761466603797,2026-07-23,BRO
11,0.00280785290526463,2026-07-23,BRO
12,-0.001314950383686569,2026-07-23,BRO
13,-0.004380416463803265,2026-07-23,BRO
14,-0.004152599294117902,2026-07-23,BRO
1,0.0016735580055371663,2026-07-23,BROS
2,0.001948758685662685,2026-07-23,BROS
3,-0.0007828867276443061,2026-07-23,BROS
4,-0.003924691298118572,2026-07-23,BROS
5,-0.00905075500446623,2026-07-23,BROS
6,0.00028139203784994783,2026-07-23,BROS
7,0.004313839698590863,2026-07-23,BROS
8,0.01590773972449076,2026-07-23,BROS
9,-0.005751844786485797,2026-07-23,BROS
10,0.019546187097107544,2026-07-23,BROS
11,0.009369827064656425,2026-07-23,BROS
12,0.011044498636457676,2026-07-23,BROS
13,0.02723872166066651,2026-07-23,BROS
14,0.0284939472117057,2026-07-23,BROS
1,0.0025423547104350256,2026-07-23,BRX
2,0.0007263591679176423,2026-07-23,BRX
3,0.0016557206950693175,2026-07-23,BRX
4,-0.0023111259791682923,2026-07-23,BRX
5,0.0027733315843343712,2026-07-23,BRX
6,-0.0012657575221274987,2026-07-23,BRX
7,0.007404370052600292,2026-07-23,BRX
8,0.0076918439671438766,2026-07-23,BRX
9,0.0052550241141525586,2026-07-23,BRX
10,0.01576380938516052,2026-07-23,BRX
11,0.014429433902496298,2026-07-23,BRX
12,0.020245008076081795,2026-07-23,BRX
13,0.024746160444656946,2026-07-23,BRX
14,0.017046828993690862,2026-07-23,BRX
1,0.0026546086119498095,2026-07-23,BRZE
2,0.002601241782499473,2026-07-23,BRZE
3,-0.0005900319812187644,2026-07-23,BRZE
4,-0.003895903525012707,2026-07-23,BRZE
5,0.004258242771665122,2026-07-23,BRZE
6,0.0014069932566458275,2026-07-23,BRZE
7,0.0029921733696686307,2026-07-23,BRZE
8,0.015028068741708542,2026-07-23,BRZE
9,0.00885254242398776,2026-07-23,BRZE
10,0.022250791732052688,2026-07-23,BRZE
11,0.008067752811233264,2026-07-23,BRZE
12,0.015813511503593707,2026-07-23,BRZE
13,0.0474782376219509,2026-07-23,BRZE
14,0.018817159144850507,2026-07-23,BRZE
1,-0.0014047575608915927,2026-07-23,BSX
2,-0.0012552499677132307,2026-07-23,BSX
3,-0.004044840258454623,2026-07-23,BSX
4,0.0009633185958782542,2026-07-23,BSX
5,-0.0006935128574373513,2026-07-23,BSX
6,-0.0009384302044439451,2026-07-23,BSX
7,-0.00027188534071263386,2026-07-23,BSX
8,-0.004425384429882806,2026-07-23,BSX
9,-0.0013291232731023521,2026-07-23,BSX
10,0.00025931011619319413,2026-07-23,BSX
11,0.0009092002924189507,2026-07-23,BSX
12,-0.0008903579664493304,2026-07-23,BSX
13,-0.003456416981013691,2026-07-23,BSX
14,-0.0012767272718471328,2026-07-23,BSX
1,-0.0011915510462998963,2026-07-23,BSY
2,0.0006931213993148862,2026-07-23,BSY
3,0.002873929657388556,2026-07-23,BSY
4,0.00040353670599801365,2026-07-23,BSY
5,0.0004203329453971208,2026-07-23,BSY
6,-0.001212323097573969,2026-07-23,BSY
7,0.000909736859717775,2026-07-23,BSY
8,-0.005576250232617011,2026-07-23,BSY
9,-0.006819632488826587,2026-07-23,BSY
10,-0.00810507387446605,2026-07-23,BSY
11,-0.0008668716748247282,2026-07-23,BSY
12,-0.002159834616308393,2026-07-23,BSY
13,-0.0069589412753437215,2026-07-23,BSY
14,-0.001887034115189141,2026-07-23,BSY
1,0.004232210648734207,2026-07-23,BTDR
2,0.0015156004972884398,2026-07-23,BTDR
3,-0.0026317131998618544,2026-07-23,BTDR
4,-0.0044112944886952905,2026-07-23,BTDR
5,0.013109561119402235,2026-07-23,BTDR
