Date,Symbol,High_Risk_Score,High_Risk_Score_Sharpe,High_Risk_Score_HoldPeriod,Close_Price,Cap_Size,Sector,Industry,source
2024-08-13,CLVT,0.013198819030954533,2.0137355729509108,13.0,6.2,Small,Commercial Services,Miscellaneous Commercial Services,validate_oot
2024-08-13,SONY,0.013172269043475274,2.556915685010768,12.333333333333334,89.06,Large,Electronic Technology,Computer Processing Hardware,validate_oot
2024-08-13,KLAC,0.013157154580996819,2.3965555698463348,12.0,793.83,Large,Electronic Technology,Electronic Equipment/Instruments,validate_oot
2024-08-13,LPX,0.013141054266648773,2.012157504175044,10.0,95.08,Small,Non-Energy Minerals,Forest Products,validate_oot
2024-08-13,CIVI,0.013135275947992416,1.8650486976017773,13.0,61.57,Small,Energy Minerals,Integrated Oil,validate_oot
2024-08-13,HIMS,0.013101026377210993,1.5253663080633733,10.333333333333334,15.98,Small,Health Services,Medical/Nursing Services,validate_oot
2024-08-13,EMN,0.013075715780171498,2.080928579812984,10.0,95.63,Small,Process Industries,Chemicals: Specialty,validate_oot
2024-08-13,DAR,0.013015307686314955,2.142633782362841,13.0,40.58,Small,Consumer Non-Durables,Food: Specialty/Candy,validate_oot
2024-08-13,HALO,0.013012376246843274,1.9400169627026425,9.666666666666666,55.99,Small,Health Technology,Biotechnology,validate_oot
2024-08-13,LNC,0.012925120633494434,2.0431909567121735,9.666666666666666,29.43,Small,Finance,Life/Health Insurance,validate_oot
2024-08-13,AVGO,0.012881378351559225,2.3433758392048736,12.333333333333334,156.16,Large,Electronic Technology,Semiconductors,validate_oot
2024-08-13,APG,0.012874473599333152,1.9146562929572781,9.666666666666666,33.67,Small,Industrial Services,Engineering & Construction,validate_oot
2024-08-13,MSM,0.012868807562026942,2.1207355109612687,13.0,80.15,Small,Distribution Services,Wholesale Distributors,validate_oot
2024-08-13,OZK,0.01284447757299532,2.089030775637188,13.0,40.63,Small,Finance,Regional Banks,validate_oot
2024-08-13,AAL,0.012759327033336855,1.8500896009052634,13.0,9.81,Small,Transportation,Airlines,validate_oot
2024-08-13,VTLE,0.012714944045859758,2.010171772039288,9.666666666666666,37.29,Small,Energy Minerals,Oil & Gas Production,validate_oot
2024-08-13,WRBY,0.01269472947146521,1.5985807667942924,10.0,13.0,Small,Retail Trade,Specialty Stores,validate_oot
2024-08-13,ASAN,0.012686217613372559,1.7246522694430666,13.0,12.95,Small,Technology Services,Packaged Software,validate_oot
2024-08-13,CYTK,0.012681214372592503,1.7679583466707183,9.666666666666666,56.07,Small,Health Technology,Pharmaceuticals: Major,validate_oot
2024-08-13,ABR,0.012669787471074216,1.6724311877426346,9.666666666666666,13.51,Small,Finance,Real Estate Investment Trusts,validate_oot
2024-08-13,CRNX,0.012652549248013449,1.7842781802546208,9.333333333333334,50.33,Small,Health Technology,Pharmaceuticals: Major,validate_oot
2024-08-13,ELAN,0.01263376201328936,1.884461804469216,13.0,13.94,Small,Health Technology,Biotechnology,validate_oot
2024-08-13,NYCB,0.012585493504505474,1.424546178709558,9.666666666666666,10.28,Small,Finance,Savings Banks,validate_oot
2024-08-13,ADT,0.012561714802658988,2.1867796887184925,13.0,7.19,Small,Commercial Services,Miscellaneous Commercial Services,validate_oot
2024-08-13,TWST,0.012558373011296435,1.7881424078388033,11.666666666666666,44.56,Small,Health Technology,Biotechnology,validate_oot
2024-08-13,ALK,0.01254829318950629,1.921331292188638,10.0,35.49,Small,Transportation,Airlines,validate_oot
2024-08-13,FOUR,0.012534442716444943,2.0414641166616687,13.0,76.03,Small,Commercial Services,Miscellaneous Commercial Services,validate_oot
2024-08-13,GT,0.012513551568111783,1.6816696452698923,9.666666666666666,8.28,Small,Consumer Durables,Automotive Aftermarket,validate_oot
2024-08-13,CRI,0.012512726968324122,2.000687832540818,9.666666666666666,62.76,Small,Retail Trade,Apparel/Footwear Retail,validate_oot
2024-08-13,SCCO,0.012510395478275517,2.3520090864447294,12.333333333333334,100.61,Large,Non-Energy Minerals,Other Metals/Minerals,validate_oot
2024-08-13,BHC,0.012503307515147478,1.6183638198419195,13.0,5.48,Small,Health Technology,Pharmaceuticals: Other,validate_oot
2024-08-13,TDOC,0.012500776704550067,1.561988783375668,13.0,6.97,Small,Health Services,Medical/Nursing Services,validate_oot
2024-08-13,FUTU,0.01248990033653342,1.6252752311308603,10.333333333333334,60.82,Small,Finance,Investment Banks/Brokers,validate_oot
2024-08-13,CUZ,0.01248129903477724,2.26786413474982,13.0,27.05,Small,Finance,Real Estate Investment Trusts,validate_oot
2024-08-13,AZEK,0.012479765787238159,1.8446047521409699,9.666666666666666,40.0,Small,Producer Manufacturing,Building Products,validate_oot
2024-08-13,HIW,0.012475283221066545,2.2732279236184274,13.0,30.97,Small,Finance,Real Estate Investment Trusts,validate_oot
2024-08-13,AMKR,0.012465752301203703,1.7065615316243257,13.0,32.16,Small,Electronic Technology,Semiconductors,validate_oot
2024-08-13,STLA,0.012465395352916214,2.378004326961879,13.0,15.42,Large,Consumer Durables,Motor Vehicles,validate_oot
2024-08-13,ATAT,0.012438176347127674,1.8072277462996935,13.0,17.5,Small,Consumer Services,Hotels/Resorts/Cruise lines,validate_oot
2024-08-13,MRUS,0.012429140074784607,1.8561677625084791,9.666666666666666,51.1,Small,Health Technology,Biotechnology,validate_oot
2024-08-13,HTHT,0.012415690224110808,1.877017819095277,13.0,29.09,Small,Consumer Services,Hotels/Resorts/Cruise lines,validate_oot
2024-08-13,QCOM,0.012412723494883225,2.31406831198557,12.333333333333334,169.47,Large,Electronic Technology,Semiconductors,validate_oot
2024-08-13,LSCC,0.01239209913295629,1.6010908425744694,13.0,47.75,Small,Electronic Technology,Semiconductors,validate_oot
2024-08-13,NVDA,0.01238115738705238,2.341851076557118,12.333333333333334,116.14,Large,Electronic Technology,Semiconductors,validate_oot
2024-08-13,AGL,0.012378190385131516,1.6708900929007964,9.0,5.58,Small,Health Services,Medical/Nursing Services,validate_oot
2024-08-13,JBI,0.012364769627107544,1.941680516974132,9.666666666666666,10.61,Small,Producer Manufacturing,Building Products,validate_oot
2024-08-13,BNL,0.012339764305339044,2.160583386175919,13.0,17.17,Small,Finance,Real Estate Investment Trusts,validate_oot
2024-08-13,OPCH,0.012335013260415292,1.906898877236834,13.0,30.57,Small,Health Services,Medical/Nursing Services,validate_oot
2024-08-13,AY,0.012275659673145596,1.9402327931631151,9.666666666666666,22.125,Small,Utilities,Alternative Power Generation,validate_oot
2024-08-13,GGB,0.01222889016441798,1.8891539887881967,13.0,3.2,Small,Non-Energy Minerals,Steel,validate_oot
2024-08-13,FCX,0.012224305190101157,2.346298519703833,12.0,41.89,Large,Non-Energy Minerals,Other Metals/Minerals,validate_oot
2024-08-13,CTLT,0.01221978624668337,1.7952970942956,9.666666666666666,59.71,Small,Health Technology,Pharmaceuticals: Major,validate_oot
2024-08-13,INSM,0.012159423836980992,1.8407709036609001,13.0,76.38,Small,Health Technology,Pharmaceuticals: Major,validate_oot
2024-08-13,CRK,0.012153637457542757,1.7334045397895024,13.0,10.22,Small,Energy Minerals,Oil & Gas Production,validate_oot
2024-08-13,CHRW,0.012148409908325228,2.146884914745334,11.666666666666666,98.26,Small,Transportation,Air Freight/Couriers,validate_oot
2024-08-13,AMN,0.01212905089596801,1.9152453999903936,12.333333333333334,52.91,Small,Commercial Services,Personnel Services,validate_oot
